,Number,title,artist,top genre,year,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,popularity
11,12,HUMBLE.,Kendrick Lamar,conscious hip hop,2017,150,0.62,0.91,-7,0.1,0.42,177000,0.0,0.1,84
12,13,Starboy,The Weeknd,canadian contemporary r&b,2016,186,0.59,0.68,-7,0.14,0.49,230000,0.14,0.28,84
13,14,FRIENDS,Marshmello,brostep,2018,95,0.88,0.63,-2,0.13,0.53,203000,0.21,0.05,83
14,15,Psycho (feat. Ty Dolla $ign),Post Malone,dfw rap,2018,140,0.56,0.75,-8,0.11,0.46,221000,0.55,0.11,83
15,16,Congratulations,Post Malone,dfw rap,2016,123,0.8,0.63,-4,0.25,0.49,220000,0.22,0.04,83
16,17,In My Feelings,Drake,canadian hip hop,2018,91,0.63,0.84,-6,0.4,0.35,218000,0.06,0.13,83
17,18,The Hills,The Weeknd,canadian contemporary r&b,2015,113,0.56,0.58,-7,0.14,0.14,242000,0.07,0.05,83
18,19,no tears left to cry,Ariana Grande,dance pop,2018,122,0.71,0.7,-6,0.29,0.35,206000,0.04,0.06,83
19,20,Dancing On My Own,Calum Scott,pop,2018,113,0.17,0.68,-9,0.1,0.24,260000,0.84,0.03,83
20,21,New Rules,Dua Lipa,dance pop,2017,116,0.7,0.76,-6,0.15,0.61,209000,0.0,0.07,83
21,22,Treat You Better,Shawn Mendes,canadian pop,2017,83,0.82,0.44,-4,0.11,0.75,188000,0.11,0.34,83
22,23,Something Just Like This,The Chainsmokers,electropop,2017,103,0.64,0.62,-7,0.16,0.45,247000,0.05,0.03,83
23,24,Happier,Ed Sheeran,pop,2017,90,0.39,0.52,-7,0.14,0.24,208000,0.54,0.03,82
24,25,Attention,Charlie Puth,dance pop,2018,100,0.61,0.78,-5,0.13,0.8,209000,0.11,0.05,82
25,26,IDGAF,Dua Lipa,dance pop,2017,97,0.54,0.84,-6,0.08,0.51,218000,0.04,0.09,82
26,27,There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2017,122,0.81,0.87,-4,0.08,0.97,199000,0.38,0.06,82
27,28,Scared to Be Lonely,Martin Garrix,big room,2017,138,0.54,0.58,-8,0.26,0.2,221000,0.09,0.06,81
28,29,Whatever It Takes,Imagine Dragons,modern rock,2017,135,0.66,0.67,-5,0.12,0.56,201000,0.04,0.03,81
29,30,Let Me Love You,DJ Snake,electronic trap,2016,100,0.72,0.65,-5,0.14,0.16,206000,0.09,0.03,81
30,31,i hate u i love u (feat. olivia o'brien),gnash,pop,2016,93,0.28,0.49,-13,0.1,0.18,251000,0.69,0.3,81
31,32,Silence,Marshmello,brostep,2017,142,0.76,0.52,-3,0.17,0.29,181000,0.26,0.09,80
32,33,The Nights,Avicii,big room,2014,126,0.84,0.53,-5,0.25,0.65,177000,0.02,0.04,80
33,34,Without You (feat. Sandro Cavazza),Avicii,big room,2017,134,0.86,0.66,-5,0.05,0.3,182000,0.0,0.04,80
34,35,In the Name of Love,Martin Garrix,big room,2016,134,0.52,0.5,-6,0.45,0.17,196000,0.11,0.04,80
35,36,Faded,Alan Walker,electro house,2018,180,0.63,0.47,-5,0.11,0.16,212000,0.03,0.05,80
36,37,Story of My Life,One Direction,boy band,2013,121,0.66,0.6,-6,0.12,0.29,245000,0.23,0.05,80
37,38,Solo (feat. Demi Lovato),Clean Bandit,dance pop,2018,105,0.64,0.74,-5,0.35,0.56,223000,0.04,0.04,79
38,39,Love Lies (with Normani),Khalid,alternative r&b,2018,144,0.65,0.71,-6,0.13,0.34,202000,0.1,0.04,79
39,40,Little Do You Know,Alex & Sierra,neo mellow,2014,146,0.29,0.5,-9,0.19,0.37,185000,0.75,0.03,79
40,41,Mercy,Shawn Mendes,canadian pop,2017,148,0.66,0.56,-5,0.11,0.36,209000,0.13,0.08,79
41,42,Exchange,Bryson Tiller,pop,2015,160,0.43,0.53,-11,0.14,0.27,195000,0.11,0.19,79
42,43,One Last Time,Ariana Grande,dance pop,2014,125,0.59,0.63,-5,0.1,0.1,197000,0.09,0.03,79
43,44,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,atl hip hop,2010,120,0.86,0.66,-3,0.08,0.65,221000,0.03,0.11,78
44,45,Give Me Everything,Pitbull,dance pop,2011,129,0.94,0.67,-3,0.3,0.53,252000,0.19,0.16,78
45,46,Waiting For Love,Avicii,big room,2015,128,0.74,0.58,-4,0.2,0.61,231000,0.31,0.05,78
46,47,Stay,Zedd,complextro,2017,102,0.62,0.69,-5,0.12,0.54,210000,0.25,0.06,78
47,48,It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,0.53,0.64,-7,0.09,0.52,221000,0.12,0.07,78
48,49,Hall of Fame,The Script,celtic rock,2012,85,0.87,0.42,-4,0.12,0.63,203000,0.07,0.06,78
49,50,Payphone,Maroon 5,pop,2012,110,0.75,0.74,-5,0.29,0.55,231000,0.02,0.04,78
50,51,PILLOWTALK,ZAYN,dance pop,2016,125,0.7,0.58,-4,0.09,0.44,203000,0.12,0.05,78
51,52,All I Want,Kodaline,irish pop,2013,86,0.41,0.21,-10,0.08,0.16,306000,0.17,0.04,78
52,53,Youngblood,5 Seconds of Summer,boy band,2018,120,0.85,0.6,-5,0.12,0.15,203000,0.02,0.46,77
53,54,Symphony (feat. Zara Larsson),Clean Bandit,dance pop,2017,123,0.63,0.71,-5,0.14,0.46,212000,0.26,0.06,77
54,55,Unsteady,X Ambassadors,indie poptimism,2015,117,0.67,0.39,-6,0.12,0.2,194000,0.18,0.06,77
55,56,Classic,MKTO,dance pop,2012,102,0.79,0.72,-5,0.16,0.76,175000,0.04,0.12,77
56,57,Time of Our Lives,Pitbull,dance pop,2014,124,0.8,0.72,-6,0.69,0.72,229000,0.09,0.06,77
57,58,Please Don't Go,Joel Adams,australian pop,2015,84,0.77,0.51,-5,0.29,0.24,211000,0.01,0.06,76
58,59,When You Love Someone,James TW,neo mellow,2019,126,0.45,0.68,-6,0.05,0.35,217000,0.26,0.03,76
59,60,I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,2016,118,0.45,0.74,-8,0.33,0.09,245000,0.06,0.06,76
60,61,Perfect Strangers,Jonas Blue,dance pop,2018,118,0.86,0.73,-4,0.21,0.7,197000,0.39,0.05,76
61,62,Friends (with BloodPopÂ®),Justin Bieber,canadian pop,2017,105,0.73,0.74,-5,0.3,0.62,189000,0.0,0.04,75
62,63,September Song,JP Cooper,dance pop,2017,96,0.62,0.61,-7,0.09,0.37,220000,0.05,0.04,75
63,64,Never Forget You,Zara Larsson,dance pop,2017,146,0.73,0.58,-6,0.27,0.28,213000,0.0,0.05,75
64,65,Say You Won't Let Go,James Arthur,pop,2016,99,0.56,0.4,-7,0.09,0.48,211000,0.69,0.05,75
65,66,Airplanes (feat. Hayley Williams),B.o.B,atl hip hop,2010,93,0.87,0.66,-4,0.04,0.38,180000,0.11,0.12,75
66,67,Whistle,Flo Rida,dance pop,2012,104,0.94,0.75,-6,0.29,0.74,225000,0.02,0.05,75
67,68,Do It Again,Pia Mia,dance pop,2015,96,0.56,0.71,-7,0.09,0.41,208000,0.03,0.05,74
68,69,Paris,The Chainsmokers,electropop,2017,100,0.64,0.65,-7,0.09,0.25,222000,0.02,0.03,74
69,70,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,dance pop,2015,95,0.52,0.69,-6,0.11,0.18,230000,0.12,0.13,74
70,71,Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017,104,0.8,0.74,-3,0.25,0.51,231000,0.5,0.05,74
71,72,No Promises (feat. Demi Lovato),Cheat Codes,dance pop,2017,113,0.67,0.74,-5,0.11,0.6,224000,0.06,0.13,73
72,73,The Ocean (feat. Shy Martin),Mike Perry,big room,2016,90,0.57,0.63,-6,0.1,0.19,183000,0.02,0.03,73
73,74,Capsize,FRENSHIP,electropop,2016,93,0.71,0.68,-6,0.69,0.36,238000,0.04,0.03,72
74,75,As Long As You Love Me,Justin Bieber,canadian pop,2012,140,0.87,0.57,-3,0.36,0.61,229000,0.08,0.1,72
75,76,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,dance pop,2017,121,0.87,0.7,-5,0.1,0.73,194000,0.15,0.03,71
76,77,2U (feat. Justin Bieber),David Guetta,dance pop,2017,145,0.65,0.55,-6,0.23,0.56,195000,0.22,0.06,71
77,78,Strip That Down (feat. Quavo),Liam Payne,dance pop,2019,106,0.5,0.87,-5,0.08,0.55,202000,0.2,0.05,71
78,79,Wildest Dreams,Taylor Swift,dance pop,2014,140,0.66,0.55,-7,0.11,0.47,220000,0.07,0.07,71
79,80,Sun Is Shining,Axwell /\ Ingrosso,big room,2017,132,0.76,0.47,-3,0.07,0.38,255000,0.09,0.05,71
80,81,Solo Dance,Martin Jensen,big room,2016,115,0.85,0.75,-2,0.2,0.4,175000,0.05,0.05,70
81,82,Alone,Alan Walker,electro house,2016,97,0.93,0.68,-3,0.12,0.16,161000,0.19,0.05,70
82,83,You Don't Know Me (feat. RAYE),Jax Jones,dance pop,2019,124,0.67,0.88,-6,0.32,0.67,213000,0.16,0.14,70
83,84,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,dance pop,2012,146,0.93,0.63,-4,0.1,0.88,258000,0.03,0.08,70
84,85,Hurts So Good,Astrid S,dance pop,2016,120,0.63,0.67,-5,0.09,0.42,209000,0.08,0.05,69
85,86,Five More Hours - Deorro x Chris Brown,Deorro,big room,2017,128,0.88,0.7,-3,0.82,0.5,212000,0.03,0.22,69
86,87,She Looks So Perfect,5 Seconds of Summer,boy band,2014,160,0.95,0.49,-4,0.33,0.44,202000,0.0,0.13,69
87,88,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,dance pop,2012,130,0.88,0.67,-3,0.26,0.55,195000,0.06,0.04,69
88,89,Mama,Jonas Blue,dance pop,2017,104,0.79,0.74,-4,0.05,0.54,184000,0.1,0.04,68
89,90,Don't Leave,Snakehips,dance pop,2017,122,0.7,0.66,-3,0.26,0.34,215000,0.22,0.08,68
90,91,Drag Me Down,One Direction,boy band,2015,138,0.71,0.72,-6,0.05,0.61,192000,0.1,0.04,68
91,92,The One That Got Away,Katy Perry,dance pop,2010,134,0.8,0.69,-4,0.16,0.88,227000,0.0,0.04,66
92,93,Shed a Light,Robin Schulz,dance pop,2016,122,0.79,0.48,-5,0.26,0.58,191000,0.11,0.1,65
93,94,Sex,Cheat Codes,dance pop,2016,105,0.69,0.6,-6,0.13,0.19,228000,0.0,0.16,60
94,95,Call on Me - Ryan Riback Remix,Starley,aussietronica,2016,105,0.84,0.67,-4,0.16,0.72,222000,0.06,0.04,58
95,96,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,dance pop,2011,90,0.8,0.65,-3,0.27,0.8,211000,0.03,0.1,56
96,97,Dynamite,Taio Cruz,dance pop,2011,120,0.79,0.76,-4,0.03,0.87,203000,0.0,0.08,56
97,98,Break Your Heart,Taio Cruz,dance pop,2011,122,0.89,0.67,-5,0.24,0.68,185000,0.0,0.03,54
98,99,Summer Air,ItaloBrothers,dance pop,2017,102,0.75,0.76,-4,0.08,0.49,184000,0.06,0.07,43
99,100,All I Wanna Do,Martin Jensen,big room,2016,112,0.79,0.73,-4,0.07,0.56,194000,0.16,0.07,32
